"panel_id","hh_code","wave","year","treatment_hh","treatment_site","site_code","gender_hhh","age_hhh","num_dependents","read_and_write","w_gross_yield_a","w_gross_yield_b","expend_food_yearly","expend_food_lastweek","wdds_score","w_area_plots_a","w_area_plots_b","income_total","income_total_win","income_total_trim"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
508003,5080,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,0,173593.88,156532.5,3000,3,0.1459,0.48359999,55680,55680,55680
508004,5080,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",31,NA,NA,26394.721,0,245234.25,4700,2,0.16670001,0.099600002,35520,35520,35520
508005,5080,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",31,NA,NA,0,20232.559,354807,6800,2,0.079999998,0.215,172800,172800,172800
508201,5082,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",31,1,0,0,507939.72,151314.75,2900,4,0.1123,0.24560001,76800,76800,76800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
508204,5082,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",34,NA,NA,5000,0,0,0,2,0.89999998,0.89999998,105600,105600,105600
508205,5082,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",34,NA,NA,6339.2593,8452.3457,195665.63,3750,4,0.68620002,0.68620002,112320,112320,112320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
508402,5084,"FUP1&2",2013,"Control","Treatment","Kayanza 4","Male",33,1,1,3750,138604.66,1460.97,28,2,0.23999999,0.215,21600,21600,21600
508403,5084,"FUP3",2014,"Control","Treatment","Kayanza 4",NA,NA,NA,NA,0,117021.28,112181.63,2150,4,0.14399999,0.093999997,9600,9600,9600
508404,5084,"FUP4",2016,"Control","Treatment","Kayanza 4","Male",36,NA,NA,6285.7144,0,96528.375,1850,3,0.69999999,0.69999999,27840,27840,27840
508405,5084,"Endline",2018,"Control","Treatment","Kayanza 4","Male",36,NA,NA,42096.773,0,106963.88,2050,3,0.62,0.47999999,77280,77280,77280
508601,5086,"Baseline",2012,"Control","Treatment","Kayanza 4","Male",37,4,0,174000,396000,303673.06,5820,0,0.5,0.5,0,0,0
508602,5086,"FUP1&2",2013,"Control","Treatment","Kayanza 4","Male",39,4,0,0,55000,1200.0825,23,4,0.40000001,0.75,336000,192000,NA
508603,5086,"FUP3",2014,"Control","Treatment","Kayanza 4","Male",NA,NA,NA,347227.03,69324.086,70439.625,1350,5,0.57700002,0.57700002,144000,144000,144000
508803,5088,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,75259.508,162625.66,173229.3,3320,5,0.69360006,0.3382,148800,148800,148800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
508901,5089,"Baseline",2012,"Control","Treatment","Kayanza 4","Male",60,1,1,58000,64858.492,231668.09,4440,0,1,1.0599999,168520,168520,168520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509005,5090,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",58,NA,NA,0,217283.95,15653.25,300,3,0.20100001,0.081,192000,192000,192000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509103,5091,"FUP3",2014,"Control","Treatment","Kayanza 4",NA,NA,NA,NA,7061.6885,48051.949,279149.63,5350,4,0.616,0.616,70080,70080,70080
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509304,5093,"FUP4",2016,"Control","Treatment","Kayanza 4","Male",45,NA,NA,0,0,20871,400,4,0.93849999,0.55720001,220800,192000,220800
509305,5093,"Endline",2018,"Control","Treatment","Kayanza 4","Male",45,NA,NA,0,33642.172,159663.16,3060,4,0.1732,1.1116999,48000,48000,48000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509405,5094,"Endline",2018,"Treatment","Treatment","Kayanza 4","Female",63,NA,NA,69985.68,71208.93,46959.75,900,3,0.62870002,0.61790001,52800,52800,52800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509505,5095,"Endline",2018,"Treatment","Treatment","Kayanza 4","Female",NA,NA,NA,4567.3076,191509.44,320891.63,6150,4,1.04,0.52999997,28800,28800,28800
509602,5096,"FUP1&2",2013,"Treatment","Treatment","Kayanza 4","Male",25,1,1,12083.333,144736.84,1460.97,28,3,0.72000003,0.094999999,67200,67200,67200
509604,5096,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",28,NA,NA,0,0,5217.75,100,3,0.059999999,0.059999999,125760,125760,125760
509605,5096,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",28,NA,NA,259558.81,0,155228.06,2975,5,0.068000004,0.056000002,125568,125568,125568
509701,5097,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Female",34,3,1,60539.348,113511.28,140357.47,2690,2,0.36340001,0.36340001,15680,15680,15680
509702,5097,"FUP1&2",2013,"Treatment","Treatment","Kayanza 4","Male",26,1,1,55502.395,162352.94,3287.1821,63,3,1.2539999,0.17,148224,148224,148224
509704,5097,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Female",38,NA,NA,0,0,180012.38,3450,2,0.15000001,0.15000001,88320,88320,88320
509705,5097,"Endline",2018,"Treatment","Treatment","Kayanza 4","Female",NA,NA,NA,0,483333.34,76961.813,1475,5,0.049999997,0.029999999,143040,143040,143040
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
509901,5099,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Female",52,1,0,0,108035.71,261931.05,5020,5,0.56,0.56,19200,19200,19200
509902,5099,"FUP1&2",2013,"Treatment","Treatment","Kayanza 4","Female",53,0,0,6692.3081,11694.916,834.84003,16,2,1.3,0.58999997,172800,172800,172800
509903,5099,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Female",NA,NA,NA,68359.789,0,166968,3200,5,0.4725,0.38499999,21120,21120,21120
509904,5099,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Female",56,NA,NA,0,0,93919.5,1800,2,0.12,0.12,22944,22944,22944
509905,5099,"Endline",2018,"Treatment","Treatment","Kayanza 4","Female",56,NA,NA,22533.021,19531.25,46959.75,900,3,1.0296,0.72960001,152640,152640,152640
510004,5100,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",68,NA,NA,4438.7754,14499.999,31306.5,600,2,0.98000002,0.30000001,164160,164160,164160
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
510203,5102,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,120833.33,146093.75,391331.25,7500,4,0.48000002,0.48000002,302400,192000,NA
510205,5102,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",46,NA,NA,334615.41,84615.391,266105.25,5100,2,0.38999999,0.38999999,412800,192000,NA
510401,5104,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",48,5,0,2301.5874,174603.17,240016.5,4600,4,0.63,0.63,0,0,0
510404,5104,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",52,NA,NA,0,18723.404,406984.5,7800,3,0.12,0.47,62400,62400,62400
510405,5104,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",52,NA,NA,192383.3,10810.811,31306.5,600,4,0.40700001,0.40700001,36672,36672,36672
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
510503,5105,"FUP3",2014,"Treatment","Treatment","Kayanza 4",NA,NA,NA,NA,29000,38333.336,147401.44,2825,2,0.12,0.12,10944,10944,10944
510504,5105,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",51,NA,NA,34800,0,5217.75,100,3,0.25,0.25,137280,137280,137280
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
510603,5106,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,0,80938.414,120008.25,2300,3,0.024,0.34100002,40800,40800,40800
510604,5106,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",49,NA,NA,0,0,148705.88,2850,2,0.099999994,0.16,7680,7680,7680
510702,5107,"FUP1&2",2013,"Treatment","Treatment","Kayanza 4","Male",32,4,1,0,126000,1095.7275,21,3,0.60000002,0.34,51840,51840,51840
510703,5107,"FUP3",2014,"Treatment","Treatment","Kayanza 4",NA,NA,NA,NA,15625,222252.16,292194,5600,5,0.1856,0.1856,368640,192000,NA
510704,5107,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",36,NA,NA,90795.234,148090.16,39133.125,750,4,0.31940001,0.31940001,54720,54720,54720
510705,5107,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",36,NA,NA,66044.18,19813.254,36524.25,700,4,0.43910003,0.43910003,55680,55680,55680
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
510802,5108,"FUP1&2",2013,"Treatment","Treatment","Kayanza 4","Male",29,1,1,29000,0,1356.615,26,4,0.40000001,0.1,63360,63360,63360
510803,5108,"FUP3",2014,"Treatment","Treatment","Kayanza 4",NA,NA,NA,NA,40361.445,152083.33,41742,800,4,0.33200002,0.31200001,110400,110400,110400
510804,5108,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",31,NA,NA,120833.33,32142.855,328718.25,6300,3,0.16800001,0.16800001,205440,192000,205440
510805,5108,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",31,NA,NA,69444.445,56288.816,104355,2000,1,0.2088,0.1288,48960,48960,48960
510901,5109,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",46,6,1,41093.16,92736.227,232189.88,4450,0,1.0026,1.4827,264000,192000,264000
511001,5110,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",29,2,1,0,641666.63,273931.88,5250,3,0.15000001,0.15000001,290080,192000,NA
511004,5110,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",32,NA,NA,378260.88,0,438291,8400,4,0.29899999,0.156,278400,192000,NA
511005,5110,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",32,NA,NA,157320.27,5686.2744,203492.25,3900,3,0.76499999,0.76499999,96000,96000,96000
511101,5111,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",40,4,0,4142.8574,94461.539,175838.17,3370,0,0.34999999,0.64999998,23520,23520,23520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
511104,5111,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",45,NA,NA,96666.672,0,31306.5,600,2,0.059999999,0.059999999,12000,12000,12000
511105,5111,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",45,NA,NA,110476.19,0,46959.75,900,4,0.1575,0.1575,191040,191040,191040
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
511203,5112,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,90837.898,72041.063,112181.63,2150,5,0.3831,0.82800001,259200,192000,259200
511204,5112,"FUP4",2016,"Treatment","Treatment","Kayanza 4","Male",44,NA,NA,87372.008,0,78266.25,1500,3,0.29300001,0.090000004,96000,96000,96000
511205,5112,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",44,NA,NA,186722,109756.1,114790.5,2200,3,0.241,0.205,103680,103680,103680
511301,5113,"Baseline",2012,"Treatment","Treatment","Kayanza 4","Male",45,0,0,0,281198.56,298977.06,5730,4,0.47389999,0.47389999,142320,142320,142320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
511303,5113,"FUP3",2014,"Treatment","Treatment","Kayanza 4","Male",NA,NA,NA,35763.957,155852.16,46959.75,900,3,0.50330001,0.24349999,49920,49920,49920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
511305,5113,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",49,NA,NA,151041.67,75520.836,7826.625,150,2,0.192,0.192,43200,43200,43200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
511403,5114,"FUP3",2014,"Treatment","Treatment","Kayanza 4",NA,NA,NA,NA,0,0,112181.63,2150,3,0.059999999,0.059999999,0,0,0
511405,5114,"Endline",2018,"Treatment","Treatment","Kayanza 4","Male",63,NA,NA,0,70731.711,70439.625,1350,2,0.081999995,0.081999995,79680,79680,79680
700101,7001,"Baseline",2012,"Control","Control","Kayanza 15","Male",25,1,1,0,27500,241320.94,4625,5,0.34999999,0.34999999,48000,48000,48000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700103,7001,"FUP3",2014,"Control","Control","Kayanza 15",NA,NA,NA,NA,0,0,182621.25,3500,3,0.57130003,0.57130003,1920,1920,1920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700205,7002,"Endline",2018,"Control","Control","Kayanza 15","Female",42,NA,NA,7354.1846,19611.158,146097,2800,4,0.59149998,0.59149998,34560,34560,34560
700301,7003,"Baseline",2012,"Control","Control","Kayanza 15","Male",29,3,1,199252.8,655666.25,173229.3,3320,4,0.080300003,0.080300003,230400,192000,230400
700302,7003,"FUP1&2",2013,"Control","Control","Kayanza 15","Male",30,3,1,176000,0,1460.97,28,4,0.15000001,0.075000003,0,0,0
700303,7003,"FUP3",2014,"Control","Control","Kayanza 15",NA,NA,NA,NA,47854.785,194719.47,138270.38,2650,4,0.060600001,0.090900004,49344,49344,49344
700304,7003,"FUP4",2016,"Control","Control","Kayanza 15","Male",33,NA,NA,19937.5,68750,273931.88,5250,3,0.16,0.16,28800,28800,28800
700305,7003,"Endline",2018,"Control","Control","Kayanza 15","Male",33,NA,NA,378260.88,403478.25,164359.13,3150,4,0.115,0.115,172800,172800,172800
700401,7004,"Baseline",2012,"Control","Control","Kayanza 15","Female",64,1,0,19768.744,76930.25,195665.63,3750,3,0.53619999,0.53619999,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700404,7004,"FUP4",2016,"Control","Control","Kayanza 15","Female",68,NA,NA,62992.125,86614.172,182621.25,3500,3,0.25400001,0.127,16320,16320,16320
700501,7005,"Baseline",2012,"Control","Control","Kayanza 15","Male",29,2,1,0,432142.84,236885.84,4540,4,0.14,0.14,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700504,7005,"FUP4",2016,"Control","Control","Kayanza 15","Male",33,NA,NA,145000,0,130443.75,2500,3,0.1,0.1,9600,9600,9600
700505,7005,"Endline",2018,"Control","Control","Kayanza 15","Male",33,NA,NA,101754.39,101754.39,52177.5,1000,4,0.285,0.285,38400,38400,38400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700903,7009,"FUP3",2014,"Control","Control","Kayanza 15","Female",NA,NA,NA,24397.084,90445.648,130443.75,2500,3,0.17829999,0.6081,76992,76992,76992
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
700905,7009,"Endline",2018,"Control","Control","Kayanza 15","Female",47,NA,NA,110423.08,350000,28697.625,550,4,0.25999999,0.059999999,224928,192000,224928
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701003,7010,"FUP3",2014,"Control","Control","Kayanza 15","Male",NA,NA,NA,0,92000,156532.5,3000,3,0.30440003,0.050000001,35520,35520,35520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701005,7010,"Endline",2018,"Control","Control","Kayanza 15","Male",29,NA,NA,26923.076,218866.69,65221.875,1250,2,0.208,0.14999999,128640,128640,128640
701101,7011,"Baseline",2012,"Control","Control","Kayanza 15","Male",21,1,1,64041.227,250644.11,302629.5,5800,4,0.81509995,0.81509995,0,0,0
701103,7011,"FUP3",2014,"Control","Control","Kayanza 15",NA,NA,NA,NA,109245.06,0,326109.38,6250,4,0.61330003,0.47830001,153600,153600,153600
701105,7011,"Endline",2018,"Control","Control","Kayanza 15","Male",26,NA,NA,19754.77,130650.69,333936,6400,3,0.73399997,0.58399999,57600,57600,57600
701401,7014,"Baseline",2012,"Control","Control","Kayanza 15","Female",23,2,0,0,114774.63,39133.125,750,4,0.2396,0.2396,48000,48000,48000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701403,7014,"FUP3",2014,"Control","Control","Kayanza 15","Female",NA,NA,NA,15484.141,6343.9067,127834.88,2450,3,0.23959999,0.23959999,9600,9600,9600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701405,7014,"Endline",2018,"Control","Control","Kayanza 15","Female",25,NA,NA,7058.4141,49026.422,10435.5,200,3,0.28760001,0.28760001,38400,38400,38400
701501,7015,"Baseline",2012,"Control","Control","Kayanza 15","Male",45,3,1,37019.898,208486.89,359502.97,6890,4,0.86440003,0.9497,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701601,7016,"Baseline",2012,"Control","Control","Kayanza 15","Male",32,1,1,42647.055,313419.09,115312.27,2210,2,0.13600001,0.13600001,121840,121840,121840
701602,7016,"FUP1&2",2013,"Control","Control","Kayanza 15","Male",54,1,1,0,0,1930.5674,37,4,0.25799999,0.15000001,2880,2880,2880
701603,7016,"FUP3",2014,"Control","Control","Kayanza 15",NA,NA,NA,NA,28571.428,19000,391331.25,7500,5,1.12,1,43200,43200,43200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701702,7017,"FUP1&2",2013,"Control","Control","Kayanza 15","Female",50,2,1,0,0,1408.7925,27,3,0.059999999,0.07,8160,8160,8160
701703,7017,"FUP3",2014,"Control","Control","Kayanza 15","Female",NA,NA,NA,59719.934,28571.43,353241.69,6770,3,0.2428,0.1925,0,0,0
701704,7017,"FUP4",2016,"Control","Control","Kayanza 15","Female",55,NA,NA,0,0,146097,2800,3,0.050299998,0.050299998,37440,37440,37440
701705,7017,"Endline",2018,"Control","Control","Kayanza 15","Female",55,NA,NA,0,96666.672,62613,1200,2,0.059999999,0.059999999,182400,182400,182400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
701901,7019,"Baseline",2012,"Control","Control","Kayanza 15","Male",53,2,0,53333.336,0,66265.422,1270,3,0.059999999,0.059999999,9600,9600,9600
701902,7019,"FUP1&2",2013,"Control","Control","Kayanza 15","Male",57,2,1,0,0,1460.97,28,2,1,0.059999999,0,0,0
701904,7019,"FUP4",2016,"Control","Control","Kayanza 15","Male",62,NA,NA,0,15911.283,80875.125,1550,4,0.66299999,1.0369999,48000,48000,48000
702001,7020,"Baseline",2012,"Control","Control","Kayanza 15","Male",22,0,1,5800,4200,326109.38,6250,3,0.30000001,0.30000001,0,0,0
702004,7020,"FUP4",2016,"Control","Control","Kayanza 15","Male",26,NA,NA,0,10666.666,420028.88,8050,2,0.075000003,0.075000003,28800,28800,28800
702005,7020,"Endline",2018,"Control","Control","Kayanza 15","Male",26,NA,NA,0,0,332631.56,6375,6,0.13500001,0.17250001,219456,192000,219456
702101,7021,"Baseline",2012,"Control","Control","Kayanza 15","Male",39,5,1,0,22418.479,373069.13,7150,4,0.736,0.736,86400,86400,86400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
702103,7021,"FUP3",2014,"Control","Control","Kayanza 15","Male",NA,NA,NA,17261.904,40059.348,286976.25,5500,3,0.50400001,1.011,27648,27648,27648
702104,7021,"FUP4",2016,"Control","Control","Kayanza 15","Male",43,NA,NA,0,0,198274.5,3800,4,0.31999999,0.52999997,47520,47520,47520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
702303,7023,"FUP3",2014,"Control","Control","Kayanza 15","Female",NA,NA,NA,0,643833.38,26088.75,500,5,0.059999999,0.059999999,2880,2880,2880
702304,7023,"FUP4",2016,"Control","Control","Kayanza 15","Female",79,NA,NA,0,152777.78,0,0,2,0.035999998,0.035999998,0,0,0
702305,7023,"Endline",2018,"Control","Control","Kayanza 15","Female",79,NA,NA,0,0,2608.875,50,2,0.13500001,0.13500001,33600,33600,33600
702401,7024,"Baseline",2012,"Control","Control","Kayanza 15","Female",50,1,0,39161.648,59830.297,93919.5,1800,4,1.3789001,1.3789001,144000,144000,144000
702404,7024,"FUP4",2016,"Control","Control","Kayanza 15","Female",54,NA,NA,0,19145.695,73048.5,1400,3,1.3789001,1.3789001,5760,5760,5760
702405,7024,"Endline",2018,"Control","Control","Kayanza 15","Female",54,NA,NA,0,0,109572.75,2100,2,1,1,4800,4800,4800
702503,7025,"FUP3",2014,"Control","Control","Kayanza 15","Male",NA,NA,NA,0,90974.383,203492.25,3900,3,0.83539999,0.83539999,130560,130560,130560
702504,7025,"FUP4",2016,"Control","Control","Kayanza 15","Male",54,NA,NA,0,660,335501.31,6430,3,1,1,403200,192000,NA
702505,7025,"Endline",2018,"Control","Control","Kayanza 15","Male",54,NA,NA,15999.999,0,276540.75,5300,3,1.2,1,243840,192000,243840
702601,7026,"Baseline",2012,"Control","Control","Kayanza 15","Male",55,3,0,7369.3911,52691.871,306281.94,5870,4,0.75989997,0.87299997,23520,23520,23520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
702603,7026,"FUP3",2014,"Control","Control","Kayanza 15","Male",NA,NA,NA,62355.953,138483.97,91310.625,1750,3,0.78100002,0.2744,57600,57600,57600
702604,7026,"FUP4",2016,"Control","Control","Kayanza 15","Male",59,NA,NA,125555.56,0,70439.625,1350,3,0.089999996,0.059999999,38400,38400,38400
702605,7026,"Endline",2018,"Control","Control","Kayanza 15","Male",59,NA,NA,41290.324,28387.098,375678,7200,2,0.38749999,0.38749999,213936,192000,213936
702701,7027,"Baseline",2012,"Control","Control","Kayanza 15","Female",45,3,1,8259.8965,51562.5,100180.8,1920,5,0.95999998,0.95999998,14400,14400,14400
702702,7027,"FUP1&2",2013,"Control","Control","Kayanza 15","Female",45,4,1,0,93696.977,1617.5024,31,4,1,0.65999997,38400,38400,38400
702703,7027,"FUP3",2014,"Control","Control","Kayanza 15","Female",NA,NA,NA,10142.965,23416.102,65221.875,1250,3,0.6645,0.6645,32064,32064,32064
702704,7027,"FUP4",2016,"Control","Control","Kayanza 15","Female",48,NA,NA,142142.86,256666.67,70439.625,1350,2,0.34999999,0.029999999,29760,29760,29760
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
702805,7028,"Endline",2018,"Control","Control","Kayanza 15","Male",39,NA,NA,58893.703,0,65221.875,1250,3,0.79635,0.096349999,329856,192000,NA
702901,7029,"Baseline",2012,"Control","Control","Kayanza 15","Male",27,2,0,14414.414,238333.33,286976.25,5500,6,0.222,0.15000001,0,0,0
702902,7029,"FUP1&2",2013,"Control","Control","Kayanza 15","Female",28,2,1,355555.53,718750,2243.6323,43,2,0.090000004,0.12,26400,26400,26400
702903,7029,"FUP3",2014,"Control","Control","Kayanza 15",NA,NA,NA,NA,35483.871,103148.75,39133.125,750,3,0.31,0.27630001,96000,96000,96000
702904,7029,"FUP4",2016,"Control","Control","Kayanza 15","Male",31,NA,NA,0,76800,18262.125,350,2,0.080000006,0.025,14400,14400,14400
702905,7029,"Endline",2018,"Control","Control","Kayanza 15","Male",31,NA,NA,0,216923.08,130443.75,2500,4,0.045000002,0.064999998,297600,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
703002,7030,"FUP1&2",2013,"Control","Control","Kayanza 15","Male",71,1,0,80000,0,0,0,0,0.12,0.075000003,5760,5760,5760
